CM30c60	CM30c28	CM30b58	CM30c37	CM30c62	CM30c30	Plot08	Plot03	Plot07	LB1	LB5	CM30b60	Plot04	CM30c39	CM30c51	CM30c53	CM31a5	Plot05	Plot01	CM30c	Plot02	CM30c35	CM30d12	CM30c46	CM30c44	CM30d3	CM30b51	Plot06
M01895_13_000000000-ABYEE_1_1114_13473_24196|gene_18S	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1103_19331_24717|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1105_3739_13039|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0
M01895_13_000000000-ABYEE_1_1112_14989_15853|gene_18S	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01895_13_000000000-ABYEE_1_2108_10247_21779|gene_18S	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_10877_8305|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1108_13618_21461|gene_18S	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1107_17947_6154|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
M01895_13_000000000-ABYEE_1_2103_23018_12399|gene_18S	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2106_13033_12105|gene_18S	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1106_4318_14130|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0
M01895_13_000000000-ABYEE_1_1106_4631_21257|gene_18S	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	2	0	0	0	1	1	1	1
M01895_13_000000000-ABYEE_1_2106_2879_11008|gene_18S	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1105_7029_16801|gene_18S	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2101_14271_13660|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
M01895_13_000000000-ABYEE_1_1111_9990_14370|gene_18S	0	0	0	0	0	1	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1109_11663_28626|gene_18S	0	1	3	0	0	0	1	1	0	2	1	0	3	0	0	0	3	1	0	0	2	1	0	0	0	9	1	0
M01895_13_000000000-ABYEE_1_2104_9584_17504|gene_18S	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
M01895_13_000000000-ABYEE_1_1101_4084_19583|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
M01895_13_000000000-ABYEE_1_1111_21986_6255|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
M01895_13_000000000-ABYEE_1_2114_16313_3685|gene_18S	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1114_27325_7544|gene_18S	0	0	0	0	0	0	2	0	1	0	1	0	0	1	0	0	0	0	3	1	0	0	0	0	4	5	1	2
M01895_13_000000000-ABYEE_1_2105_3826_10137|gene_18S	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2106_17224_22821|gene_18S	0	40	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
M01895_13_000000000-ABYEE_1_2107_7980_14930|gene_18S	1	4	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2106_14304_17177|gene_18S	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1104_14300_10789|gene_18S	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	4	0	0	0	1	0	0	0	1	1	1
M01895_13_000000000-ABYEE_1_2107_13028_9751|gene_18S	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2108_21512_7217|gene_18S	0	0	0	0	0	1	0	0	0	4	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1112_17541_7281|gene_18S	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
M01895_13_000000000-ABYEE_1_1105_21948_9330|gene_18S	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0
M01895_13_000000000-ABYEE_1_1107_19074_8023|gene_18S	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1107_13332_8384|gene_18S	5	0	0	1	14	8	5	2	6	0	8	6	3	0	1	0	0	3	1	1	0	1	2	1	2	3	1	1
M01895_13_000000000-ABYEE_1_1105_11209_20999|gene_18S	378	0	0	2	1	0	0	2	1	1	1	2	1	0	2	4	0	0	1	2	0	3	8	1	0	2	0	8
M01895_13_000000000-ABYEE_1_1107_5291_12545|gene_18S	239	2	1	0	1	0	1	0	0	1	0	19	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1107_9675_14136|gene_18S	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M01895_13_000000000-ABYEE_1_1107_7350_5390|gene_18S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M01895_13_000000000-ABYEE_1_1105_7293_16901|gene_18S	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1105_27884_16891|gene_18S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1105_16806_24011|gene_18S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1106_6497_24591|gene_18S	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M01895_13_000000000-ABYEE_1_1106_11939_19763|gene_18S	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	23	0
M01895_13_000000000-ABYEE_1_1106_18761_22800|gene_18S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1106_4420_21567|gene_18S	18	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1106_12936_28196|gene_18S	0	0	0	0	0	0	0	46	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1106_13844_16903|gene_18S	2	6	0	0	0	0	0	3	0	0	2	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0
M01895_13_000000000-ABYEE_1_1106_20496_16799|gene_18S	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1109_14405_10505|gene_18S	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1109_2920_12487|gene_18S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
M01895_13_000000000-ABYEE_1_1109_11161_16304|gene_18S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1107_7758_17238|gene_18S	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1107_19859_16032|gene_18S	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1107_11540_20728|gene_18S	32	0	0	0	0	0	1	1	0	0	0	1	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1107_19547_21803|gene_18S	13	0	1	7	1	0	0	15	0	1	0	14	0	0	0	1	0	10	0	0	1	0	4	0	0	0	0	3
M01895_13_000000000-ABYEE_1_1107_21666_22274|gene_18S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1106_17584_1474|gene_18S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1106_9330_5184|gene_18S	2	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	3	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1108_4879_20015|gene_18S	2	0	1	0	1	0	0	1	0	0	0	1	4	0	0	2	0	1	0	0	0	0	0	0	0	2	1	0
M01895_13_000000000-ABYEE_1_1108_23718_19673|gene_18S	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1109_21412_3746|gene_18S	31	2	3	3	0	2	3	3	6	42	4	4	0	4	1	0	1	0	0	0	20	2	5	7	0	16	0	30
M01895_13_000000000-ABYEE_1_1108_7723_25568|gene_18S	65	1	0	0	0	0	0	0	0	0	0	1	2	0	2	2	0	1	0	0	1	2	1	0	0	13	0	6
M01895_13_000000000-ABYEE_1_1109_9339_4383|gene_18S	335	3	0	0	0	0	0	8	1	1	6	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	4	0
M01895_13_000000000-ABYEE_1_1105_24193_13002|gene_18S	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1105_18470_15255|gene_18S	0	0	0	0	0	0	0	124	0	0	0	1	0	0	0	8	0	0	0	0	1	0	0	0	0	0	3	0
M01895_13_000000000-ABYEE_1_1104_3566_13014|gene_18S	0	0	0	0	0	0	0	3	0	0	1	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1104_15566_12750|gene_18S	0	0	0	2	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1104_7573_11924|gene_18S	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	1	0	1	1	0
M01895_13_000000000-ABYEE_1_1104_2203_13089|gene_18S	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1104_16400_23585|gene_18S	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1105_7000_5539|gene_18S	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1105_24000_10672|gene_18S	0	0	2	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1104_9117_21939|gene_18S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1104_11188_23150|gene_18S	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1106_4081_20150|gene_18S	3	1	1	0	0	0	1	6	0	0	3	1	7	0	1	3	0	2	0	2	1	2	2	0	0	2	1	3
M01895_13_000000000-ABYEE_1_1106_4547_21987|gene_18S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1105_11268_25067|gene_18S	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1107_20331_13587|gene_18S	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1103_23417_23509|gene_18S	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1107_17630_26403|gene_18S	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1107_8473_6773|gene_18S	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M01895_13_000000000-ABYEE_1_2101_14511_10443|gene_18S	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2101_9536_24968|gene_18S	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2101_15598_7005|gene_18S	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2101_24714_23045|gene_18S	40	0	0	0	0	0	1	0	0	0	6	0	7	0	0	1	0	0	0	0	0	0	34	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2101_27128_20855|gene_18S	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	9	0	0
M01895_13_000000000-ABYEE_1_2102_8401_4544|gene_18S	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2102_17343_4815|gene_18S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2101_17695_20309|gene_18S	2	0	0	0	2	0	0	0	1	3	0	4	7	1	0	0	1	2	0	0	3	0	6	0	0	9	2	1
M01895_13_000000000-ABYEE_1_1104_7058_5814|gene_18S	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1104_14280_3438|gene_18S	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
M01895_13_000000000-ABYEE_1_1103_11128_7244|gene_18S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1103_4519_9842|gene_18S	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2101_22297_13024|gene_18S	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2101_20312_12610|gene_18S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1104_4931_7216|gene_18S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2103_12653_16592|gene_18S	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2103_3465_19839|gene_18S	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2103_16889_21792|gene_18S	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2103_14408_27437|gene_18S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M01895_13_000000000-ABYEE_1_1114_17953_25210|gene_18S	4	0	0	2	17	1	41	0	1	0	0	6	1	0	0	6	0	0	0	0	0	0	17	2	0	0	0	0
M01895_13_000000000-ABYEE_1_1114_7669_25405|gene_18S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M01895_13_000000000-ABYEE_1_1114_16522_7356|gene_18S	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
M01895_13_000000000-ABYEE_1_1114_26619_13780|gene_18S	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M01895_13_000000000-ABYEE_1_1114_18362_10097|gene_18S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1114_19004_13332|gene_18S	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
M01895_13_000000000-ABYEE_1_1114_14024_19477|gene_18S	16	14	4	0	7	2	9	9	0	5	4	1	2	0	2	11	1	5	0	5	18	0	3	16	0	15	1	0
M01895_13_000000000-ABYEE_1_1114_24588_21978|gene_18S	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1114_12911_27823|gene_18S	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2101_15092_1890|gene_18S	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1103_18298_2577|gene_18S	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_21652_17070|gene_18S	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_8203_16206|gene_18S	44	0	0	2	14	27	19	0	0	0	0	1	6	0	0	1	0	0	0	0	1	0	15	2	0	0	27	15
M01895_13_000000000-ABYEE_1_1102_7002_15772|gene_18S	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1
M01895_13_000000000-ABYEE_1_1102_2859_9941|gene_18S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_21141_9482|gene_18S	4	0	0	0	0	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0
M01895_13_000000000-ABYEE_1_1101_7138_12334|gene_18S	562	57	40	118	0	169	127	16	143	479	419	37	0	13	85	1	11	2	0	8	152	46	63	110	24	218	3	347
M01895_13_000000000-ABYEE_1_1102_12772_15723|gene_18S	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1108_7500_8762|gene_18S	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_14218_12086|gene_18S	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1108_4259_8052|gene_18S	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_26116_12521|gene_18S	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1105_15231_9385|gene_18S	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1105_23420_10198|gene_18S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1104_17641_15382|gene_18S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1103_26435_14329|gene_18S	3	0	0	8	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1104_13688_27403|gene_18S	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_15340_28938|gene_18S	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_19574_25425|gene_18S	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1104_14959_19635|gene_18S	8	2	6	6	1	0	11	1	8	1	1	2	8	3	8	0	2	0	1	0	4	9	5	0	5	15	4	15
M01895_13_000000000-ABYEE_1_1101_11403_20967|gene_18S	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1104_5238_18499|gene_18S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_12829_19498|gene_18S	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	2	1	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2112_10949_23040|gene_18S	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2112_17582_15958|gene_18S	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1
M01895_13_000000000-ABYEE_1_2112_12860_17020|gene_18S	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01895_13_000000000-ABYEE_1_2112_12065_20939|gene_18S	0	2	12	10	0	1	6	3	65	1	6	0	0	0	0	1	0	43	0	0	1	1	4	0	0	8	0	1
M01895_13_000000000-ABYEE_1_1101_26404_23161|gene_18S	0	4	3	0	0	22	8	12	0	8	2	0	0	0	0	4	0	2	0	15	0	0	2	4	0	53	6	0
M01895_13_000000000-ABYEE_1_1102_10850_22265|gene_18S	1	0	1	0	4	0	3	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2114_13030_10847|gene_18S	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2114_15865_12069|gene_18S	0	0	2	1	4	0	0	0	33	0	0	0	10	0	1	0	0	0	14	0	4	0	0	0	10	1	4	8
M01895_13_000000000-ABYEE_1_2112_4691_6709|gene_18S	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2114_14377_3693|gene_18S	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
M01895_13_000000000-ABYEE_1_2114_9469_4375|gene_18S	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
M01895_13_000000000-ABYEE_1_2114_24050_6557|gene_18S	0	1	0	0	0	0	0	0	34	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
M01895_13_000000000-ABYEE_1_2112_23937_5471|gene_18S	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M01895_13_000000000-ABYEE_1_2113_10391_5798|gene_18S	0	0	0	0	0	0	0	0	2	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2113_24184_5072|gene_18S	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2111_19456_26353|gene_18S	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2112_22958_14588|gene_18S	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M01895_13_000000000-ABYEE_1_2112_19753_14484|gene_18S	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2112_19590_13182|gene_18S	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_5057_14125|gene_18S	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2108_10222_9637|gene_18S	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01895_13_000000000-ABYEE_1_2108_9009_8727|gene_18S	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2107_27379_21211|gene_18S	0	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
